FID,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição
vw_pib_percapita.fid--33501df1_157d3a3b533_-12ee,5116,PARANÁ,São Mateus do Sul,2010,552378875,41188,13411.16015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-12e1,1797,RIO DE JANEIRO,Varre-Sai,2010,88212.8359375,8852,9965.29980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-12e0,4795,SÃO PAULO,Sabino,2010,71262.4765625,5420,13148.05957031,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-12df,4255,SÃO PAULO,Caraguatatuba,2010,1147377.5,96125,11936.30957031,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-12ce,161,BAHIA,Prado,2010,285453.96875,26016,10972.25,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-12c3,5483,SANTA CATARINA,Rio das Antas,2010,86345.3984375,6237,13844.05957031,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-12c0,2447,PARAÍBA,Cruz do Espírito Santo,2010,71412.4453125,15854,4504.37988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-12bf,467,RIO GRANDE DO SUL,Protásio Alves,2010,30150.00390625,2188,13779.70996094,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-12b3,4464,BAHIA,Iaçu,2010,109799.953125,28602,3838.88989258,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-12a5,4915,SERGIPE,Areia Branca,2010,86116.2890625,16733,5146.49023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-12a4,3919,RONDÔNIA,Itapuã do Oeste,2010,84785.7265625,8235,10295.78027344,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1296,3143,MINAS GERAIS,São João Evangelista,2010,81616.9921875,16254,5021.35009766,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1294,834,PIAUÍ,Cocal,2010,79448.5,27220,2918.75,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1293,2672,PARANÁ,São Tomé,2010,89769.359375,5522,16256.6796875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-128a,3265,PERNAMBUCO,Lagoa do Ouro,2010,48624.8359375,12244,3971.32006836,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1289,677,RIO GRANDE DO SUL,Cacique Doble,2010,52123.5,5008,10408.04980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1287,221,RIO GRANDE DO SUL,Porto Xavier,2010,142891.265625,11131,12837.24023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1285,3424,MINAS GERAIS,Ewbank da Câmara,2010,19510.05859375,3676,5307.41992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1279,1526,RORAIMA,Pacaraima,2010,93442.5703125,9220,10134.76953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1256,3393,MINAS GERAIS,Viçosa,2010,599764125,74171,8086.22998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1250,1424,MATO GROSSO DO SUL,Sonora,2010,258011.5625,13334,19349.90039062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1231,449,RIO GRANDE DO SUL,Jari,2010,88814.828125,3802,23360.02929688,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-120e,3066,PERNAMBUCO,Joaquim Nabuco,2010,96163.34375,16498,5828.79003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-120d,3331,MINAS GERAIS,Ubaporanga,2010,69659.015625,12561,5545.66015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-120b,2760,PARANÁ,Tupãssi,2010,137302.3125,7947,17277.25,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-120a,4837,SÃO PAULO,Santo Expedito,2010,27413.52148438,2956,9273.86035156,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1209,631,RIO GRANDE DO SUL,Caiçara,2010,60827.06640625,5240,11608.21972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1207,1586,MARANHÃO,Capinzal do Norte,2010,44285.91796875,10688,4143.52001953,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1206,1788,RIO GRANDE DO NORTE,Caiçara do Norte,2010,31648.85742188,6652,4757.79980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1205,4724,SÃO PAULO,Paulo de Faria,2010,121381.28125,9463,12826.9296875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11fc,3874,PARANÁ,Ampére,2010,193306.609375,18041,10714.84960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11f9,856,PIAUÍ,Paes Landim,2010,14581.94140625,4562,3196.38989258,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11f8,3016,MINAS GERAIS,Campo do Meio,2010,83806.1875,11871,7059.74023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11f1,3188,PARANÁ,Anahy,2010,33611.8046875,2926,11487.29003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11ef,2024,ESPIRITO SANTO,Serra,2010,11531826,404688,28495.59960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11eb,4845,SÃO PAULO,São João do Pau d'Alho,2010,36372.3046875,2191,16600.77929688,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11e9,4722,SÃO PAULO,Paulicéia,2010,73761.8125,5791,12737.3203125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11e0,1728,RIO GRANDE DO NORTE,Viçosa,2010,8834.24511719,1856,4759.83007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11de,1868,RIO GRANDE DO NORTE,Fernando Pedroza,2010,12757.65820312,2994,4261.06982422,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11dd,2802,MINAS GERAIS,Aricanduva,2010,23447.10742188,5140,4561.68994141,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11db,4413,BAHIA,Araci,2010,172730.890625,54713,3157.04003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11d4,4343,SÃO PAULO,Tremembé,2010,393278.46875,41159,9555.09960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11d3,583,TOCANTINS,Buriti do Tocantins,2010,39691.9453125,8454,4695.04980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11d2,961,GOIÁS,Cezarina,2010,145802.765625,7832,18616.2890625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11c8,2025,MARANHÃO,Vitorino Freire,2010,122207.0234375,31144,3923.92993164,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11c6,3822,RONDÔNIA,Ariquemes,2010,1040960.8125,85541,12169.13964844,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11bc,2420,PARAÍBA,Seridó,2010,32620.47851562,10091,3232.62988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11bb,3890,PARANÁ,Castro,2010,1097076.75,68071,16116.65039062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11af,703,ALAGOAS,Santana do Mundaú,2010,52134.53515625,12039,4330.47021484,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11ae,2473,PARAÍBA,Esperança,2010,221022.5625,30855,7163.27001953,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11ad,2444,PARAÍBA,Poço de José de Moura,2010,17580.734375,4118,4269.24023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11ac,1041,GOIÁS,Gouvelândia,2010,120889.4765625,4790,25237.890625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-11a7,676,RIO GRANDE DO SUL,Ibiraiaras,2010,136556.0625,7319,18657.75,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-119a,1222,ESPIRITO SANTO,Pancas,2010,123706.6484375,18497,6687.93017578,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1199,1923,RIO DE JANEIRO,Cardoso Moreira,2010,203775.765625,12481,16326.87988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1197,3871,PARANÁ,São Pedro do Iguaçu,2010,84376.4140625,6561,12860.29980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1191,2136,PARAÍBA,Uiraúna,2010,65173.609375,14963,4355.64990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1190,718,ALAGOAS,Campo Alegre,2010,182361.03125,47209,3862.84008789,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-118c,5428,SANTA CATARINA,Morro da Fumaça,2010,370818,16128,22992.18945312,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-118b,285,RIO GRANDE DO SUL,Westfalia,2010,67336.796875,2843,23685.11914062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-118a,3200,MINAS GERAIS,Catuti,2010,22031.84960938,5473,4025.55004883,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1180,1101,PIAUÍ,Cocal de Telha,2010,15476.57128906,4689,3300.61010742,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-117f,4624,SÃO PAULO,Leme,2010,1338844125,88995,15044.04003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1177,4685,SÃO PAULO,Nova Europa,2010,113681.1171875,10092,11264.48046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1175,2031,MARANHÃO,Bequimão,2010,64784.91796875,21508,3012.12988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1174,3482,PARANÁ,Quedas do Iguaçu,2010,477660.84375,31976,14938.11035156,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1170,2184,PARAÍBA,Maturéia,2010,24164.58789062,6029,4008.06005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-116f,708,ALAGOAS,Passo de Camaragibe,2010,59784.6875,14261,4192.18017578,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-116d,4843,SÃO PAULO,São João das Duas Pontes,2010,31190.76757812,2630,11859.61035156,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1166,4798,SÃO PAULO,Promissão,2010,771585.3125,37570,20537.26953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1160,3550,PERNAMBUCO,Santa Cruz,2010,53805.15234375,14782,3639.90991211,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1156,1288,SERGIPE,Pacatuba,2010,153896,12870,11957.73046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1155,4394,BAHIA,Coribe,2010,63455.30859375,14895,4260.18017578,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-114e,1676,RIO GRANDE DO NORTE,Messias Targino,2010,21696.81640625,3923,5530.66992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1148,1169,ESPIRITO SANTO,Alto Rio Novo,2010,47128.93359375,6172,7635.93017578,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1146,4689,SÃO PAULO,Novais,2010,37936.8671875,3974,9546.26953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1145,1270,PIAUÍ,Campo Grande do Piauí,2010,20200.31054688,5898,3424.93994141,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1144,3555,MINAS GERAIS,Inhapim,2010,150295.234375,24952,6023.37011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1137,5283,SANTA CATARINA,Ermo,2010,40582.9296875,1857,21854.02929688,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1136,4412,BAHIA,Araças,2010,97321.03125,12209,7971.25,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-112f,4386,BAHIA,Conceição do Almeida,2010,69316.4296875,17974,3856.47998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-112e,861,GOIÁS,Orizona,2010,234588.984375,15201,15432.46972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1126,1400,CEARÁ,Acarape,2010,56133.1015625,15627,3592.06005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1125,2422,PARAÍBA,Pilõezinhos,2010,21413.59960938,5470,3914.72998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1124,3245,MINAS GERAIS,Serra Azul de Minas,2010,17296.31054688,4479,3861.64990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1123,2619,MINAS GERAIS,Passa-Vinte,2010,12662.79980469,2132,5939.39990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1122,3477,PERNAMBUCO,Petrolina,2010,2283346.25,281851,8101.25,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-111c,3640,MINAS GERAIS,Juruaia,2010,72658.75,8684,8366.96972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1112,4418,BAHIA,Baianópolis,2010,60239.99609375,14195,4243.75,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1111,4088,MATO GROSSO,Gaúcha do Norte,2010,132122.640625,6195,21327.30078125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-10d9,2796,MINAS GERAIS,Araújos,2010,61315.7109375,7692,7971.35986328,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-10bb,4823,SÃO PAULO,Santo Anastácio,2010,225050.078125,21222,10604.5703125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-10b2,2111,RIO GRANDE DO NORTE,Riacho da Cruz,2010,13750.82910156,3165,4344.64990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-10b1,3074,PARANÁ,Peabiru,2010,130212.7265625,13347,9755.95996094,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-10b0,3782,SÃO PAULO,Guzolândia,2010,45986.609375,4917,9352.5703125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-10aa,5236,PIAUÍ,Regeneração,2010,60257.28125,18190,3312.65991211,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-10a8,2452,MARANHÃO,São José dos Basílios,2010,27508.0546875,7489,3673.12988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1098,1794,RIO DE JANEIRO,Queimados,2010,1224457.75,139378,8785.16015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1091,5402,TOCANTINS,Sucupira,2010,29328.91796875,1741,16846.01953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-108c,4401,BAHIA,Cruz das Almas,2010,387271.40625,57098,6782.56982422,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-108a,3166,MINAS GERAIS,São Sebastião do Oeste,2010,141371.28125,5689,24849.9296875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1084,871,TOCANTINS,Novo Jardim,2010,21134.14648438,2525,8369.95996094,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-107a,2466,PARAÍBA,Alhandra,2010,233951.8125,18941,12351.61035156,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1079,669,RIO GRANDE DO SUL,Alecrim,2010,68632.7734375,7259,9454.84960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1072,5194,PIAUÍ,Riacho Frio,2010,16725.6796875,5093,3284.05004883,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-106b,2286,PARÁ,Marabá,2010,3058909,203049,15064.87988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-104b,5143,TOCANTINS,Angico,2010,19860.26953125,3300,6018.25976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1043,952,TOCANTINS,Palmeirópolis,2010,63415.48046875,8492,7467.66992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-103b,3037,MINAS GERAIS,Santos Dumont,2010,563264.25,47244,11922.45019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1033,4449,BAHIA,Feira de Santana,2010,6358135.5,591707,10745.41015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-102d,4731,SÃO PAULO,Pereiras,2010,143394.953125,8076,17755.68945312,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-102c,5511,SANTA CATARINA,Rio do Sul,2010,1234667.5,59962,20590.83007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-102b,326,RIO GRANDE DO SUL,Anta Gorda,2010,92337.53125,6326,14596.50976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1027,586,TOCANTINS,Santa Fé do Araguaia,2010,59609.5390625,5795,10286.37011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-101d,4595,BAHIA,Jaborandi,2010,161163.734375,8895,18118.4609375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-100c,3228,MINAS GERAIS,Congonhal,2010,89204.5078125,10261,8693.54980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-1000,2314,PARÁ,Portel,2010,166577.46875,48945,3403.36010742,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-f63,3254,MINAS GERAIS,Silveirânia,2010,14646.60546875,2193,6678.79980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-f62,1434,RIO GRANDE DO SUL,Campo Bom,2010,1244125625,59366,20956.86914062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-f61,3160,MINAS GERAIS,São Romão,2010,52772.86328125,9713,5433.22021484,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-f57,3140,MINAS GERAIS,São João das Missões,2010,35754.640625,11267,3173.38989258,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-f4a,2222,PARÁ,Breves,2010,300338.15625,101094,2970.87988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-f22,3801,PARANÁ,Cerro Azul,2010,182354.265625,18660,9772.46972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-f15,1189,GOIÁS,Petrolina de Goiás,2010,71342.0625,10061,7090.95019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-f12,457,RIO GRANDE DO SUL,Coronel Bicaco,2010,115668.953125,7971,14511.21972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-f07,3908,PARANÁ,Pinhão,2010,474849625,30295,15674.19042969,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-ef8,3650,PERNAMBUCO,Bezerros,2010,285545.96875,58354,4893.33984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-ef7,1106,TOCANTINS,Formoso do Araguaia,2010,251944.96875,18719,13459.3203125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-ed5,4740,SÃO PAULO,Piraju,2010,347479.03125,29398,11819.8203125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-ecf,1275,GOIÁS,Santo Antônio da Barra,2010,71073.3515625,4295,16547.9296875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-ecd,4979,SANTA CATARINA,Três Barras,2010,377119.4375,18708,20158.18945312,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-ec6,479,RIO GRANDE DO SUL,São Francisco de Assis,2010,209910.53125,19799,10602.08007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-ea1,126,RORAIMA,Mucajaí,2010,146580.046875,13188,11114.65039062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-e85,1054,SERGIPE,Maruim,2010,157533.96875,15582,10110,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-e83,3679,MINAS GERAIS,Lima Duarte,2010,117942.3671875,16494,7150.62011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_-e78,3217,MINAS GERAIS,Comercinho,2010,40922.234375,8637,4738.02001953,Produto Interno Bruto per capita
